Season,Team,Name,Games_Played,Games_Started,Minutes_Played,Goals,Assists,Shots_On_Goal,Shots,Yellow_Cards,Red_Cards,League
2014/2015,INTER MILAN,"Podolski, Lukas",17,8,831,1,1,6,26,2,0,Serie A
2014/2015,INTER MILAN,"Shaqiri, Xherdan",15,8,745,1,2,9,25,3,0,Serie A
2014/2015,INTER MILAN,"Vidic, Nemanja",23,23,2049,1,0,6,13,6,1,Serie A
2014/2015,INTER MILAN,"Andreolli, Marco",6,5,448,0,0,0,1,0,0,Serie A
2014/2015,INTER MILAN,"Bonazzoli, Federico",4,0,45,0,0,0,0,1,0,Serie A
2014/2015,INTER MILAN,"Camara, Gaston",2,0,4,0,0,0,0,0,0,Serie A
2014/2015,INTER MILAN,"Campagnaro, Hugo",10,8,729,0,0,1,2,3,0,Serie A
2014/2015,INTER MILAN,"Carrizo, Juan Pablo",1,1,90,0,0,0,0,0,0,Serie A
2014/2015,INTER MILAN,"D'Ambrosio, Danilo",23,19,1683,0,2,2,13,8,0,Serie A
2014/2015,INTER MILAN,"Dimarco, Federico",1,0,1,0,0,0,0,0,0,Serie A
2014/2015,INTER MILAN,Dodo,20,16,1376,0,2,5,12,3,0,Serie A
2014/2015,INTER MILAN,"Donkor, Isaac",2,1,113,0,0,1,1,0,1,Serie A
2014/2015,INTER MILAN,"Gnoukouri, Assane",5,2,166,0,0,0,0,1,0,Serie A
2014/2015,INTER MILAN,"Handanovic, Samir",37,37,3330,0,0,0,0,2,0,Serie A
2014/2015,INTER MILAN,Jonathan,2,2,174,0,0,0,2,0,0,Serie A
2014/2015,INTER MILAN,Juan,32,32,2849,0,0,2,8,14,0,Serie A
2014/2015,INTER MILAN,"Krhin, Rene",3,0,30,0,0,0,0,0,0,Serie A
2014/2015,INTER MILAN,"Kuzmanovic, Zdravko",14,10,860,0,1,4,17,0,0,Serie A
2014/2015,INTER MILAN,"Mbaye, Ibrahima",4,0,94,0,0,0,4,0,0,Serie A
2014/2015,INTER MILAN,"Medel, Gary",35,34,2988,0,2,6,27,10,1,Serie A
2014/2015,INTER MILAN,"M'Vila, Yann",8,3,246,0,0,0,3,1,0,Serie A
2014/2015,INTER MILAN,"Nagatomo, Yuto",14,11,893,0,0,4,9,1,1,Serie A
2014/2015,INTER MILAN,"Puscas, George",4,1,66,0,0,1,2,0,0,Serie A
2014/2015,INTER MILAN,"Santon, Davide",9,7,716,0,0,3,6,0,0,Serie A
2015/2016,INTER MILAN,"Icardi, Mauro",33,32,2597,16,4,29,57,1,0,Serie A
2015/2016,INTER MILAN,Éder,33,27,2393,13,2,27,69,3,0,Serie A
2015/2016,INTER MILAN,"Perisic, Ivan",34,26,2406,7,6,21,71,5,0,Serie A
2015/2016,INTER MILAN,"Jovetic, Stevan",26,18,1527,6,2,29,78,4,0,Serie A
2015/2016,INTER MILAN,"Brozovic, Marcelo",32,25,2387,4,5,12,56,7,0,Serie A
2015/2016,INTER MILAN,"Ljajic, Adem",26,16,1443,3,3,12,38,2,0,Serie A
2015/2016,INTER MILAN,"D'Ambrosio, Danilo",20,18,1615,2,0,2,8,3,1,Serie A
2015/2016,INTER MILAN,"Murillo, Jeison",34,32,2841,2,1,5,17,3,3,Serie A
2015/2016,INTER MILAN,"Palacio, Rodrigo",27,15,1399,2,4,9,14,5,0,Serie A
2015/2016,INTER MILAN,"Biabiany, Jonathan",20,7,863,1,2,7,18,3,0,Serie A
2015/2016,INTER MILAN,"Guarín, Fredy",16,11,971,1,1,8,27,7,0,Serie A
2015/2016,INTER MILAN,Hernanes,16,10,912,1,1,14,31,6,0,Serie A
2015/2016,INTER MILAN,"Kondogbia, Geoffrey",26,23,1993,1,0,9,37,6,1,Serie A
2015/2016,INTER MILAN,"Medel, Gary",30,28,2413,1,1,2,13,10,0,Serie A
2015/2016,INTER MILAN,"Melo, Felipe",26,21,1772,1,1,5,21,6,2,Serie A
2015/2016,INTER MILAN,Miranda,32,31,2743,1,3,5,10,6,2,Serie A
2015/2016,INTER MILAN,Alex Telles,21,18,1577,0,1,3,11,5,1,Serie A
2015/2016,INTER MILAN,"Carrizo, Juan Pablo",2,2,162,0,0,0,0,0,0,Serie A
2015/2016,INTER MILAN,"Della Giovanna, Fabio",1,0,9,0,0,0,0,0,0,Serie A
2015/2016,INTER MILAN,"Gnoukouri, Assane",2,1,56,0,0,0,2,0,0,Serie A
2015/2016,INTER MILAN,"Handanovic, Samir",36,36,3240,0,0,0,0,5,0,Serie A
2015/2016,INTER MILAN,"Jesus, Juan",19,16,1414,0,0,1,3,3,0,Serie A
2015/2016,INTER MILAN,"Manaj, Rey",4,0,33,0,0,0,2,1,0,Serie A
2015/2016,INTER MILAN,"Montoya, Martín",3,3,256,0,0,0,0,0,0,Serie A
2015/2016,INTER MILAN,"Nagatomo, Yuto",22,19,1649,0,0,1,7,4,2,Serie A
2015/2016,INTER MILAN,"Radu, Ionut",1,0,18,0,0,0,0,0,0,Serie A
2015/2016,INTER MILAN,"Ranocchia, Andrea",24,14,1354,0,0,1,9,5,1,Serie A
2015/2016,INTER MILAN,"Santon, Davide",12,11,978,0,1,2,3,1,0,Serie A
2016/2017,INTER MILAN,"Icardi, Mauro",34,34,3029,24,8,38,110,1,0,Serie A
2016/2017,INTER MILAN,"Perisic, Ivan",36,31,2754,11,8,37,105,2,1,Serie A
2016/2017,INTER MILAN,Éder,33,13,1475,8,4,23,57,3,0,Serie A
2016/2017,INTER MILAN,"Banega, Éver",28,20,1555,6,6,18,40,2,1,Serie A
2016/2017,INTER MILAN,"Candreva, Antonio",38,36,3019,6,10,32,86,2,0,Serie A
2016/2017,INTER MILAN,"Brozovic, Marcelo",23,20,1738,4,2,12,41,7,0,Serie A
2016/2017,INTER MILAN,"D'Ambrosio, Danilo",32,32,2830,3,3,7,25,4,0,Serie A
2016/2017,INTER MILAN,Joao Mario,30,22,2004,3,5,11,35,5,0,Serie A
2016/2017,INTER MILAN,"Gagliardini, Roberto",31,26,2349,2,3,14,41,7,0,Serie A
2016/2017,INTER MILAN,"Andreolli, Marco",6,4,362,1,0,2,5,0,0,Serie A
2016/2017,INTER MILAN,Gabriel Barbosa,9,0,112,1,0,2,10,3,0,Serie A
2016/2017,INTER MILAN,"Kondogbia, Geoffrey",24,20,1715,1,2,7,32,5,1,Serie A
2016/2017,INTER MILAN,"Ansaldi, Cristian",21,17,1506,0,1,0,5,8,1,Serie A
2016/2017,INTER MILAN,"Biabiany, Jonathan",1,0,1,0,0,0,1,0,0,Serie A
2016/2017,INTER MILAN,"Carrizo, Juan Pablo",1,1,90,0,0,0,0,0,0,Serie A
2016/2017,INTER MILAN,"Gnoukouri, Assane",4,0,138,0,0,0,1,0,0,Serie A
2016/2017,INTER MILAN,"Handanovic, Samir",37,37,3330,0,0,0,0,4,0,Serie A
2016/2017,INTER MILAN,"Jovetic, Stevan",5,0,67,0,0,0,0,1,0,Serie A
2016/2017,INTER MILAN,"Medel, Gary",26,26,2170,0,0,1,11,5,0,Serie A
2016/2017,INTER MILAN,"Melo, Felipe",5,1,175,0,0,0,1,1,1,Serie A
2016/2017,INTER MILAN,"Miangue, Senna",7,1,256,0,0,0,0,1,0,Serie A
2016/2017,INTER MILAN,Miranda,32,32,2880,0,0,6,13,6,0,Serie A
2016/2017,INTER MILAN,"Murillo, Jeison",27,23,2076,0,1,0,10,6,0,Serie A
2016/2017,INTER MILAN,"Nagatomo, Yuto",16,11,1019,0,0,1,3,2,0,Serie A
2016/2017,INTER MILAN,"Palacio, Rodrigo",15,3,425,0,3,4,13,1,0,Serie A
2016/2017,INTER MILAN,"Pinamonti, Andrea",2,0,19,0,0,1,2,0,0,Serie A
2016/2017,INTER MILAN,"Ranocchia, Andrea",5,5,380,0,0,1,5,2,0,Serie A
2016/2017,INTER MILAN,"Sainsbury, Trent",1,0,19,0,0,0,0,1,0,Serie A
2016/2017,INTER MILAN,"Santon, Davide",14,11,1018,0,1,0,1,1,0,Serie A
2017/2018,INTER MILAN,"Icardi, Mauro",34,34,2967,29,1,54,98,2,0,Serie A
2017/2018,INTER MILAN,"Perisic, Ivan",37,37,3316,11,9,40,119,4,0,Serie A
2017/2018,INTER MILAN,"Brozovic, Marcelo",31,21,1923,4,9,15,44,9,0,Serie A
2017/2018,INTER MILAN,"Skriniar, Milan",38,38,3420,4,0,10,21,2,0,Serie A
2017/2018,INTER MILAN,Éder,29,4,777,3,0,10,27,4,0,Serie A
2017/2018,INTER MILAN,"Vecino, Matías",29,25,2138,3,2,14,40,7,1,Serie A
2017/2018,INTER MILAN,"D'Ambrosio, Danilo",34,34,2985,2,3,6,17,6,0,Serie A
2017/2018,INTER MILAN,Rafinha,17,12,1048,2,3,8,16,1,0,Serie A
2017/2018,INTER MILAN,"Ranocchia, Andrea",11,7,626,2,0,3,7,4,0,Serie A
2017/2018,INTER MILAN,"Valero, Borja",36,29,2570,2,0,7,18,3,0,Serie A
2017/2018,INTER MILAN,"Cancelo, Joao",26,20,1845,1,3,1,12,4,0,Serie A
2017/2018,INTER MILAN,"Karamoh, Yann",16,4,481,1,0,5,19,0,0,Serie A
2017/2018,INTER MILAN,"Candreva, Antonio",36,33,2562,0,8,22,72,4,0,Serie A
2017/2018,INTER MILAN,Dalbert,13,5,525,0,0,1,5,0,0,Serie A
2017/2018,INTER MILAN,"Gagliardini, Roberto",30,23,1984,0,0,2,22,8,0,Serie A
2017/2018,INTER MILAN,"Handanovic, Samir",38,38,3420,0,0,0,0,0,0,Serie A
2017/2018,INTER MILAN,Joao Mario,14,5,548,0,3,3,13,0,0,Serie A
2017/2018,INTER MILAN,"López, Lisandro",1,0,45,0,0,0,0,0,0,Serie A
2017/2018,INTER MILAN,Miranda,31,31,2728,0,0,1,9,8,0,Serie A
2017/2018,INTER MILAN,"Nagatomo, Yuto",11,9,792,0,0,1,4,1,0,Serie A
2017/2018,INTER MILAN,"Pinamonti, Andrea",1,0,13,0,0,0,1,0,0,Serie A
2017/2018,INTER MILAN,"Santon, Davide",15,9,835,0,0,2,7,2,0,Serie A
2013/2014,GENOA,"Gilardino, Alberto",36,34,2931,15,1,38,70,8,0,Serie A
2013/2014,GENOA,"Floro Flores, Antonio",31,18,1563,7,3,31,80,4,0,Serie A
2013/2014,GENOA,"Lodi, Francesco",28,25,2246,4,5,17,49,6,0,Serie A
2013/2014,GENOA,"Antonelli, Luca",30,30,2582,3,1,13,20,4,0,Serie A
2013/2014,GENOA,"Calaio, Emanuele",22,8,939,3,0,6,15,1,0,Serie A
2013/2014,GENOA,"Antonini, Luca",26,25,2149,2,1,5,9,3,0,Serie A
2013/2014,GENOA,"Bertolacci, Andrea",25,23,1961,2,1,11,32,7,0,Serie A
2013/2014,GENOA,"Biondini, Davide",31,27,2382,2,2,4,10,4,0,Serie A
2013/2014,GENOA,"De Maio, Sebastian",23,15,1441,2,0,5,8,6,0,Serie A
2013/2014,GENOA,"Fetfatzidis, Ioannis",31,11,1346,2,3,11,20,1,0,Serie A
2013/2014,GENOA,"Kucka, Juraj",11,9,793,2,0,6,13,2,0,Serie A
2013/2014,GENOA,"Cofie, Isaac",17,7,914,1,0,2,5,5,0,Serie A
2013/2014,GENOA,"De Ceglie, Paolo",16,12,949,1,0,2,3,1,0,Serie A
2013/2014,GENOA,"Konate, Moussa",25,13,1208,1,2,6,27,3,0,Serie A
2013/2014,GENOA,"Portanova, Daniele",21,21,1817,1,0,1,3,4,1,Serie A
2013/2014,GENOA,"Sturaro, Stefano",16,13,1113,1,2,4,10,7,0,Serie A
2013/2014,GENOA,"Bizzarri, Albano",1,1,90,0,0,0,0,0,0,Serie A
2013/2014,GENOA,"Burdisso, Nicolás",20,17,1615,0,0,0,3,6,0,Serie A
2013/2014,GENOA,Cabral,7,4,379,0,2,1,2,1,0,Serie A
2013/2014,GENOA,"Centurión, Ricardo",12,5,583,0,0,5,9,0,0,Serie A
2013/2014,GENOA,"Gamberini, Alessandro",10,7,582,0,0,0,0,1,0,Serie A
2013/2014,GENOA,"Manfredini, Thomas",18,18,1519,0,0,1,8,7,2,Serie A
2013/2014,GENOA,"Marchese, Giovanni",27,23,2122,0,2,6,15,3,0,Serie A
2013/2014,GENOA,Matuzalem,21,20,1610,0,4,6,13,8,1,Serie A
2013/2014,GENOA,"Motta, Marco",15,11,993,0,0,6,17,3,0,Serie A
2013/2014,GENOA,"Perin, Mattia",37,37,3330,0,0,0,0,3,0,Serie A
2013/2014,GENOA,"Sampirisi, Mario",4,3,205,0,0,0,0,0,1,Serie A
2013/2014,GENOA,"Santana, Mario",6,4,303,0,0,0,3,0,0,Serie A
2013/2014,GENOA,"Sculli, Giuseppe",10,9,695,0,1,3,8,5,0,Serie A
2013/2014,GENOA,"Stoian, Adrian",15,5,521,0,0,6,12,2,0,Serie A
2013/2014,GENOA,"Vrsaljko, Sime",22,22,1798,0,1,5,8,1,0,Serie A
2014/2015,GENOA,"Falqué, Iago",32,28,2346,13,3,25,55,6,0,Serie A
2014/2015,GENOA,"Pinilla, Mauricio",26,18,1647,9,2,29,58,8,1,Serie A
2014/2015,GENOA,"Bertolacci, Andrea",34,31,2667,7,7,22,65,10,0,Serie A
2014/2015,GENOA,"Matri, Alessandro",21,16,1352,7,5,19,38,2,0,Serie A
2014/2015,GENOA,"Pavoletti, Leonardo",19,4,650,7,3,10,27,4,0,Serie A
2014/2015,GENOA,"Niang, Mbaye",19,13,1051,5,2,17,37,3,0,Serie A
2014/2015,GENOA,"Perotti, Diego",27,27,2301,4,5,16,40,5,0,Serie A
2014/2015,GENOA,"Antonelli, Luca",31,30,2697,3,1,10,16,6,0,Serie A
2014/2015,GENOA,"Costa, Tino",6,2,228,2,1,7,12,4,0,Serie A
2014/2015,GENOA,"Fetfatzidis, Ioannis",9,2,298,2,0,3,5,0,0,Serie A
2014/2015,GENOA,"Kucka, Juraj",34,19,1863,2,0,16,43,5,0,Serie A
2014/2015,GENOA,"Antonini, Luca",7,3,346,1,0,2,2,1,0,Serie A
2014/2015,GENOA,"De Maio, Sebastian",33,31,2790,1,1,1,12,9,0,Serie A
2014/2015,GENOA,"Izzo, Armando",20,11,1079,1,0,2,2,2,1,Serie A
2014/2015,GENOA,"Lestienne, Maxim",23,10,989,1,2,11,30,2,0,Serie A
2014/2015,GENOA,"Marchese, Giovanni",11,10,848,1,2,2,4,2,0,Serie A
2014/2015,GENOA,"Sturaro, Stefano",25,21,1773,1,0,5,22,7,1,Serie A
2014/2015,GENOA,"Bergdich, Zakarya",11,9,748,0,0,0,3,0,0,Serie A
2014/2015,GENOA,"Borriello, Marco",8,3,262,0,2,1,5,1,0,Serie A
2014/2015,GENOA,"Burdisso, Nicolás",30,30,2671,0,0,0,6,8,1,Serie A
2014/2015,GENOA,Edenilson,30,28,2472,0,5,2,9,3,0,Serie A
2014/2015,GENOA,"Greco, Leandro",25,16,1619,0,1,2,11,8,0,Serie A
2014/2015,GENOA,"Lamanna, Eugenio",8,6,638,0,0,0,0,0,0,Serie A
2014/2015,GENOA,"Laxalt, Diego",12,1,305,0,1,2,3,3,0,Serie A
2014/2015,GENOA,"Mandragora, Rolando",5,2,132,0,0,0,0,0,0,Serie A
2014/2015,GENOA,"Mussis, Franco",1,0,7,0,0,0,0,0,0,Serie A
2014/2015,GENOA,"Panico, Giuseppe",1,0,9,0,0,0,0,0,0,Serie A
2014/2015,GENOA,"Perin, Mattia",32,32,2781,0,0,0,0,0,1,Serie A
2014/2015,GENOA,"Ragusa, Antonino",1,0,16,0,0,0,0,1,0,Serie A
2014/2015,GENOA,"Rincón, Tomás",29,27,2422,0,2,3,18,8,0,Serie A
2014/2015,GENOA,"Roncaglia, Facundo",32,32,2756,0,1,3,19,11,2,Serie A
2014/2015,GENOA,"Rosi, Aleandro",11,7,539,0,0,2,5,1,0,Serie A
2014/2015,GENOA,"També, Alassane",6,2,141,0,0,0,1,0,0,Serie A
2015/2016,GENOA,"Pavoletti, Leonardo",25,22,1915,14,3,30,67,3,1,Serie A
2015/2016,GENOA,Suso,20,16,1230,6,1,16,37,4,0,Serie A
2015/2016,GENOA,"Cerci, Alessio",24,14,1304,4,2,13,36,1,0,Serie A
2015/2016,GENOA,"Perotti, Diego",31,28,2292,4,9,12,42,3,2,Serie A
2015/2016,GENOA,"Rigoni, Luca",28,22,1879,4,0,14,34,4,1,Serie A
2015/2016,GENOA,"Dzemaili, Blerim",27,22,1789,3,2,7,37,6,1,Serie A
2015/2016,GENOA,"Gakpé, Serge",18,8,845,3,1,10,21,1,0,Serie A
2015/2016,GENOA,"Laxalt, Diego",35,35,3073,3,4,11,34,3,0,Serie A
2015/2016,GENOA,"Rincón, Tomás",33,33,2931,3,6,6,27,9,0,Serie A
2015/2016,GENOA,"Tachtsidis, Panagiotis",24,7,823,2,2,7,20,3,0,Serie A
2015/2016,GENOA,"De Maio, Sebastian",28,25,2236,1,1,4,14,5,1,Serie A
2015/2016,GENOA,"Figueiras, Diogo",9,7,551,1,0,3,4,2,0,Serie A
2015/2016,GENOA,"Kucka, Juraj",30,25,2171,1,3,8,47,11,0,Serie A
2015/2016,GENOA,"Ansaldi, Cristian",24,23,2013,0,4,2,12,4,0,Serie A
2015/2016,GENOA,"Burdisso, Nicolás",28,28,2447,0,0,3,13,7,0,Serie A
2015/2016,GENOA,"Capel, Diego",21,5,705,0,0,4,14,2,0,Serie A
2015/2016,GENOA,"Cissokho, Issa",13,6,638,0,1,0,3,0,1,Serie A
2015/2016,GENOA,"Costa, Tino",19,15,1217,0,0,4,18,7,0,Serie A
2015/2016,GENOA,"Fiamozzi, Riccardo",8,4,478,0,0,1,1,1,0,Serie A
2015/2016,GENOA,Gabriel Silva,27,22,2047,0,2,2,12,4,0,Serie A
2015/2016,GENOA,"Izzo, Armando",33,30,2658,0,1,4,12,6,2,Serie A
2015/2016,GENOA,"Lamanna, Eugenio",13,13,1170,0,0,0,0,0,0,Serie A
2015/2016,GENOA,"Lazovic, Darko",15,6,650,0,2,3,17,0,0,Serie A
2015/2016,GENOA,"Marchese, Giovanni",11,7,663,0,0,0,3,4,0,Serie A
2015/2016,GENOA,"Matavz, Tim",7,5,464,0,0,2,9,0,0,Serie A
2015/2016,GENOA,"Muñoz, Ezequiel",18,17,1405,0,0,2,6,7,0,Serie A
2015/2016,GENOA,"Ntcham, Olivier",17,11,996,0,1,3,22,2,0,Serie A
2015/2016,GENOA,"Pandev, Goran",15,9,824,0,0,7,16,0,1,Serie A
2015/2016,GENOA,"Panico, Giuseppe",1,0,7,0,0,0,0,0,0,Serie A
2015/2016,GENOA,"Perin, Mattia",25,25,2250,0,0,0,0,2,0,Serie A
2016/2017,GENOA,"Simeone, Giovanni",35,28,2590,12,1,25,72,3,0,Serie A
2016/2017,GENOA,"Ntcham, Olivier",20,10,967,3,1,7,21,3,0,Serie A
2016/2017,GENOA,"Ocampos, Lucas",26,16,1384,3,2,15,46,5,0,Serie A
2016/2017,GENOA,"Pandev, Goran",20,6,850,3,0,11,22,1,1,Serie A
2016/2017,GENOA,"Pavoletti, Leonardo",16,10,803,3,0,16,37,2,0,Serie A
2016/2017,GENOA,"Rigoni, Luca",31,29,2357,3,1,10,26,13,0,Serie A
2016/2017,GENOA,"Hiljemark, Oscar",29,22,1855,2,0,6,21,1,0,Serie A
2016/2017,GENOA,"Lazovic, Darko",33,30,2460,2,4,8,26,3,1,Serie A
2016/2017,GENOA,"Ninkovic, Nikola",17,4,623,2,1,11,29,3,0,Serie A
2016/2017,GENOA,"Palladino, Raffaele",31,25,2289,2,1,8,43,6,0,Serie A
2016/2017,GENOA,"Cataldi, Danilo",24,15,1519,1,1,8,16,8,1,Serie A
2016/2017,GENOA,"Gakpé, Serge",16,4,583,1,0,3,19,2,0,Serie A
2016/2017,GENOA,"Laxalt, Diego",36,36,3141,1,4,6,30,5,0,Serie A
2016/2017,GENOA,"Pellegri, Pietro",3,1,74,1,0,1,2,0,0,Serie A
2016/2017,GENOA,"Pinilla, Mauricio",16,8,708,1,1,9,26,5,1,Serie A
2016/2017,GENOA,"Beghetto, Andrea",3,1,150,0,0,1,1,0,0,Serie A
2016/2017,GENOA,"Biraschi, Davide",7,4,392,0,0,0,3,2,0,Serie A
2016/2017,GENOA,"Burdisso, Nicolás",35,35,3127,0,0,3,13,10,0,Serie A
2016/2017,GENOA,"Cofie, Isaac",15,10,974,0,1,1,4,5,0,Serie A
2016/2017,GENOA,Edenilson,16,9,900,0,3,0,4,2,1,Serie A
2016/2017,GENOA,"Fiamozzi, Riccardo",4,1,105,0,0,0,1,0,0,Serie A
2016/2017,GENOA,"Gentiletti, Santiago",15,15,1219,0,1,0,3,1,1,Serie A
2016/2017,GENOA,"Izzo, Armando",29,29,2588,0,2,1,7,5,0,Serie A
2016/2017,GENOA,"Lamanna, Eugenio",21,20,1881,0,0,0,0,0,0,Serie A
2016/2017,GENOA,"Marchese, Giovanni",1,0,8,0,0,0,0,0,0,Serie A
2016/2017,GENOA,"Morosini, Leonardo",4,1,91,0,0,1,2,0,0,Serie A
2016/2017,GENOA,"Muñoz, Ezequiel",31,24,2315,0,0,3,8,3,0,Serie A
2016/2017,GENOA,"Orban, Lucas",11,9,771,0,0,0,2,4,1,Serie A
2016/2017,GENOA,"Perin, Mattia",16,16,1358,0,0,0,0,1,1,Serie A
2016/2017,GENOA,"Rincón, Tomás",30,19,1722,0,3,2,17,4,0,Serie A
2016/2017,GENOA,Rubinho,2,2,180,0,0,0,0,0,0,Serie A
2016/2017,GENOA,"Taarabt, Adel",6,1,209,0,3,3,5,0,0,Serie A
2016/2017,GENOA,"Veloso, Miguel",23,22,1782,0,3,14,31,7,1,Serie A
2017/2018,GENOA,"Lapadula, Gianluca",28,13,1486,6,1,11,54,3,0,Serie A
2017/2018,GENOA,"Pandev, Goran",32,22,1815,5,1,20,42,4,1,Serie A
2017/2018,GENOA,"Bessa, Daniel",28,21,1808,3,2,6,18,5,0,Serie A
2017/2018,GENOA,"Galabinov, Andrey",20,12,1131,3,1,15,36,2,0,Serie A
2017/2018,GENOA,"Laxalt, Diego",32,32,2810,3,3,6,31,2,0,Serie A
2017/2018,GENOA,"Medeiros, Iuri",11,7,641,2,1,7,19,1,0,Serie A
2017/2018,GENOA,"Pellegri, Pietro",6,3,279,2,0,2,8,2,0,Serie A
2017/2018,GENOA,"Rigoni, Luca",23,19,1580,2,2,10,18,5,0,Serie A
2017/2018,GENOA,"Taarabt, Adel",22,18,1618,2,2,11,32,5,1,Serie A
2017/2018,GENOA,"Bertolacci, Andrea",33,33,2897,1,1,2,15,7,1,Serie A
2017/2018,GENOA,"Izzo, Armando",16,16,1388,1,0,1,3,2,0,Serie A
2017/2018,GENOA,"Ricci, Federico",20,12,1137,1,1,9,28,4,0,Serie A
2017/2018,GENOA,"Rossi, Giuseppe",9,1,253,1,0,2,12,0,0,Serie A
2017/2018,GENOA,"Veloso, Miguel",22,21,1741,1,0,7,30,4,0,Serie A
2017/2018,GENOA,"Biraschi, Davide",23,20,1796,0,1,0,5,2,0,Serie A
2017/2018,GENOA,"Brlek, Petar",5,3,233,0,0,1,3,1,0,Serie A
2017/2018,GENOA,"Centurión, Ricardo",3,1,52,0,0,0,0,0,0,Serie A
2017/2018,GENOA,"Cofie, Isaac",12,6,586,0,0,0,4,1,0,Serie A
2017/2018,GENOA,"El Yamiq, Jawad",4,4,360,0,0,0,1,0,0,Serie A
2017/2018,GENOA,"Gentiletti, Santiago",4,3,290,0,0,0,0,2,0,Serie A
2017/2018,GENOA,"Hiljemark, Oscar",15,15,1282,0,3,4,13,1,0,Serie A
2017/2018,GENOA,"Lamanna, Eugenio",1,1,90,0,0,0,0,0,0,Serie A
2017/2018,GENOA,"Lazovic, Darko",21,12,1187,0,2,2,9,2,0,Serie A
2017/2018,GENOA,"Migliore, Francesco",6,4,328,0,0,0,1,1,0,Serie A
2017/2018,GENOA,"Omeonga, Stephane",19,6,783,0,0,4,14,2,1,Serie A
2017/2018,GENOA,"Palladino, Raffaele",4,2,230,0,0,4,4,1,0,Serie A
2017/2018,GENOA,"Pereira, Pedro",6,4,381,0,0,0,1,2,0,Serie A
2017/2018,GENOA,"Perin, Mattia",37,37,3330,0,0,0,0,1,0,Serie A
2017/2018,GENOA,"Rosi, Aleandro",24,22,1707,0,1,3,11,5,0,Serie A
2017/2018,GENOA,"Rossettini, Luca",23,22,2026,0,0,6,10,7,0,Serie A
2017/2018,GENOA,"Salcedo, Eddy",2,0,31,0,0,2,2,0,0,Serie A
2017/2018,GENOA,"Spolli, Nicolás Federico",21,20,1751,0,0,0,4,7,0,Serie A
2017/2018,GENOA,"Zukanovic, Ervin",31,31,2790,0,1,3,21,5,1,Serie A
2013/2014,FIORENTINA,"Rossi, Giuseppe",21,19,1527,16,4,34,65,1,0,Serie A
2013/2014,FIORENTINA,"Cuadrado, Juan",32,31,2700,11,6,32,82,8,1,Serie A
2013/2014,FIORENTINA,"Aquilani, Alberto",31,31,2599,6,1,16,57,7,0,Serie A
2013/2014,FIORENTINA,"Valero Navarro, Borja",32,31,2751,6,9,23,62,4,1,Serie A
2013/2014,FIORENTINA,"Matri, Alessandro",30,18,1683,5,2,17,44,3,0,Serie A
2013/2014,FIORENTINA,"Rodríguez, Gonzalo",33,33,2942,4,1,6,19,12,0,Serie A
2013/2014,FIORENTINA,"Vargas, Juan",24,14,1449,4,0,10,24,2,0,Serie A
2013/2014,FIORENTINA,"Fernández, Matías",23,12,1311,3,3,9,33,1,0,Serie A
2013/2014,FIORENTINA,"Gómez, Mario",9,5,498,3,1,3,10,1,0,Serie A
2013/2014,FIORENTINA,"Ilicic, Josip",21,13,1105,3,1,12,35,1,0,Serie A
2013/2014,FIORENTINA,Joaquín,26,15,1418,2,3,7,14,0,0,Serie A
2013/2014,FIORENTINA,"Vecino, Matías",15,8,826,2,1,4,10,2,0,Serie A
2013/2014,FIORENTINA,"Pizarro, David",28,24,2201,1,3,9,29,5,1,Serie A
2013/2014,FIORENTINA,"Rebic, Ante",4,0,90,1,0,1,2,1,0,Serie A
2013/2014,FIORENTINA,"Wolski, Rafal",14,5,418,1,0,2,7,2,0,Serie A
2013/2014,FIORENTINA,"Alonso, Marcos",3,1,158,0,0,1,3,0,0,Serie A
2013/2014,FIORENTINA,"Ambrosini, Massimo",21,16,1317,0,1,3,10,7,0,Serie A
2013/2014,FIORENTINA,Anderson,7,4,279,0,0,1,1,0,0,Serie A
2013/2014,FIORENTINA,"Bakic, Marko",3,1,71,0,0,0,0,0,0,Serie A
2013/2014,FIORENTINA,"Compper, Marvin",9,8,729,0,0,1,1,3,0,Serie A
2013/2014,FIORENTINA,"Diakite, Mobido",9,9,753,0,0,1,1,1,1,Serie A
2013/2014,FIORENTINA,"Hegazi, Ahmed",1,1,90,0,0,0,0,0,0,Serie A
2013/2014,FIORENTINA,"Iakovenko, Oleksandr",3,0,74,0,0,0,1,0,0,Serie A
2013/2014,FIORENTINA,"Matos, Ryder",23,5,616,0,0,1,11,4,0,Serie A
2013/2014,FIORENTINA,Neto,35,35,3150,0,0,0,0,3,0,Serie A
2013/2014,FIORENTINA,"Olivera, Rubén",1,0,1,0,0,0,0,0,0,Serie A
2013/2014,FIORENTINA,"Pasqual, Manuel",26,26,2181,0,4,4,23,5,0,Serie A
2013/2014,FIORENTINA,"Roncaglia, Facundo",13,11,1071,0,0,2,13,4,0,Serie A
2013/2014,FIORENTINA,"Rosati, Antonio",5,5,450,0,0,0,0,1,0,Serie A
